"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 서원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"46","충청북도 청주시 서원구 죽림동","1**","단독","8m미만","282.88","1269.00","202508","19","111,900","개인","개인","1900","대림로","-","중개거래","충북 청주시 상당구"
"47","충청북도 청주시 서원구 성화동","8**","다가구","25m미만","430.81","215.70","202508","18","78,500","개인","개인","2011","장전로20번길","-","중개거래","충북 청주시 서원구"
"48","충청북도 청주시 서원구 사직동","2**","단독","12m미만","280.36","224.50","202508","12","50,000","법인","개인","2007","대원로31번길","-","중개거래","충북 청주시 상당구"
"49","충청북도 청주시 서원구 남이면 척산리","1**","단독","8m미만","71.34","180.00","202508","11","6,800","개인","개인","1984","척산4길","-","직거래","-"
"50","충청북도 청주시 서원구 산남동","4**","다가구","12m미만","399.71","242.30","202508","10","63,500","개인","개인","2008","산남로10번길","-","중개거래","충북 청주시 서원구"
"51","충청북도 청주시 서원구 남이면 외천리","3**","단독","8m미만","86.45","284.00","202508","08","9,500","개인","개인","1995","남이외천1길","-","직거래","-"
"52","충청북도 청주시 서원구 개신동","5**","단독","25m미만","268.50","170.00","202508","07","43,000","개인","개인","1993","장구봉로","-","중개거래","충북 청주시 흥덕구"
"53","충청북도 청주시 서원구 사창동","2**","다가구","8m미만","638.44","304.40","202508","07","74,000","개인","개인","2009","사직대로129번길","-","중개거래","충북 청주시 서원구"
"54","충청북도 청주시 서원구 모충동","1**","다가구","12m미만","353.55","206.30","202508","04","42,000","개인","개인","2008","구룡산로375번길","-","직거래","-"
"55","충청북도 청주시 서원구 분평동","1***","다가구","12m미만","471.12","266.40","202508","02","89,900","개인","개인","2000","월평로34번길","-","중개거래","충북 청주시 흥덕구"
"56","충청북도 청주시 서원구 분평동","1***","다가구","12m미만","471.12","266.40","202508","02","89,900","개인","개인","2000","월평로34번길","-","중개거래","충북 청주시 흥덕구"
"57","충청북도 청주시 서원구 현도면 매봉리","2**","단독","8m미만","52.70","219.00","202508","01","9,000","개인","개인","1978","매봉길","-","중개거래","충북 청주시 서원구"
"58","충청북도 청주시 서원구 수곡동","5**","다가구","12m미만","281.95","197.70","202507","31","34,200","개인","개인","1997","수곡로106번길","-","중개거래","충북 청주시 서원구"
"59","충청북도 청주시 서원구 사창동","3**","단독","8m미만","64.79","165.00","202507","30","13,750","개인","개인","1973","예체로","-","직거래","-"
"60","충청북도 청주시 서원구 사창동","3**","다가구","8m미만","492.65","298.00","202507","29","97,000","개인","개인","2017","창신로12번길","-","중개거래","충북 청주시 상당구"
"61","충청북도 청주시 서원구 사창동","1**","다가구","8m미만","659.36","288.90","202507","28","124,000","개인","개인","2013","천수로7번길","-","중개거래","충북 청주시 서원구"
"62","충청북도 청주시 서원구 수곡동","2**","다가구","12m미만","390.28","168.00","202507","22","32,400","개인","개인","2001","구룡산로338번길","-","중개거래","충북 청주시 서원구"
"63","충청북도 청주시 서원구 남이면 팔봉리","2*","단독","8m미만","185.37","611.00","202507","17","62,880","개인","개인","2025","사동구암로","-","중개거래","세종"
"64","충청북도 청주시 서원구 남이면 수대리","2**","단독","8m미만","98.85","415.00","202507","15","23,340","개인","법인","2019","청남로","-","직거래","-"
"65","충청북도 청주시 서원구 수곡동","3*","단독","8m미만","175.83","175.30","202507","15","24,300","개인","개인","1989","수영로60번길","-","중개거래","충북 청주시 청원구"
"66","충청북도 청주시 서원구 수곡동","9*","다가구","12m미만","580.92","334.90","202507","10","73,000","개인","개인","1997","청남로2097번길","-","중개거래","충북 청주시 서원구"
"67","충청북도 청주시 서원구 성화동","5**","단독","12m미만","460.46","286.10","202507","09","63,000","개인","개인","2011","신성화로46번길","-","중개거래","충북 청주시 상당구"
"68","충청북도 청주시 서원구 모충동","1**","다가구","12m미만","484.44","318.70","202507","09","85,000","개인","개인","2005","남들로","-","중개거래","충북 청주시 서원구"
"69","충청북도 청주시 서원구 모충동","2**","다가구","25m미만","537.98","290.00","202507","08","86,300","개인","개인","2014","쌍샘로","-","중개거래","충북 청주시 상당구"
"70","충청북도 청주시 서원구 산남동","1***","다가구","12m미만","395.97","234.60","202507","04","59,400","개인","개인","2011","탑골로47번길","-","중개거래","충북 청주시 상당구"
"71","충청북도 청주시 서원구 사창동","1**","다가구","8m미만","659.78","286.00","202507","03","105,800","개인","개인","2013","천수로7번길","-","중개거래","충북 청주시 흥덕구"
"72","충청북도 청주시 서원구 수곡동","1*","단독","12m미만","108.00","121.00","202507","03","11,500","개인","개인","1979","청남로2098번길","-","중개거래","충북 청주시 서원구"
"73","충청북도 청주시 서원구 모충동","2**","단독","12m미만","179.50","207.00","202507","02","23,500","개인","개인","1995","서원서로","-","중개거래","충북 청주시 서원구"
"74","충청북도 청주시 서원구 수곡동","7**","다가구","12m미만","303.58","183.90","202507","01","25,000","개인","개인","1997","수곡로113번길","-","중개거래","충북 청주시 서원구"
"75","충청북도 청주시 서원구 현도면 시목리","3**","단독","8m미만","162.71","362.00","202507","01","6,000","개인","개인","1991","시목3길","-","직거래","-"
"76","충청북도 청주시 서원구 수곡동","9*","다가구","8m미만","316.86","181.20","202506","30","23,000","개인","개인","2000","구룡산로338번길","-","직거래","-"
"77","충청북도 청주시 서원구 모충동","8*","단독","12m미만","53.62","90.20","202506","23","9,500","개인","개인","1975","청남로2122번길","-","중개거래","충북 청주시 서원구"
"78","충청북도 청주시 서원구 사창동","1**","단독","25m미만","121.18","103.00","202506","23","25,500","개인","개인","1982","사직대로90번길","-","중개거래","충북 청주시 서원구"
"79","충청북도 청주시 서원구 사창동","1**","단독","8m미만","248.49","205.60","202506","21","23,800","개인","개인","1988","1순환로633번길","-","중개거래","충북 청주시 흥덕구"
"80","충청북도 청주시 서원구 죽림동","1**","단독","8m미만","99.00","496.00","202506","19","38,500","개인","개인","1999","대림로421번길","20250919","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구"
"81","충청북도 청주시 서원구 남이면 척북리","5*","단독","8m미만","117.16","459.00","202506","19","19,900","개인","개인","1970","척북길","-","직거래","-"
"82","충청북도 청주시 서원구 산남동","7**","다가구","12m미만","450.45","267.30","202506","18","58,500","개인","개인","2011","두꺼비로60번길","-","중개거래","충북 청주시 청원구"
"83","충청북도 청주시 서원구 성화동","7**","다가구","25m미만","396.32","198.40","202506","18","61,000","개인","개인","2011","장전로6번가길","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구"
"84","충청북도 청주시 서원구 성화동","5**","다가구","12m미만","428.65","241.50","202506","14","62,800","개인","개인","2012","신성화로46번길","-","중개거래","충북 청주시 상당구"
"85","충청북도 청주시 서원구 수곡동","6*","단독","8m미만","172.65","171.10","202506","11","14,000","개인","개인","1990","청남로2036번길","-","직거래","-"
"86","충청북도 청주시 서원구 수곡동","5*","다가구","8m미만","356.13","205.60","202506","11","25,700","개인","개인","2000","수영로23번길","-","중개거래","충북 청주시 서원구"
"87","충청북도 청주시 서원구 수곡동","2*","단독","8m미만","64.45","183.40","202506","11","12,500","개인","개인","1979","청남로2054번길","-","중개거래","충북 청주시 서원구"
"88","충청북도 청주시 서원구 수곡동","5*","다가구","8m미만","356.13","205.60","202506","11","25,700","개인","개인","2000","수영로23번길","20250619","중개거래","충북 청주시 서원구"
"89","충청북도 청주시 서원구 모충동","1**","단독","8m미만","80.23","173.60","202506","08","10,000","개인","개인","1974","청남로2147번길","-","직거래","-"
"90","충청북도 청주시 서원구 분평동","1***","다가구","12m미만","384.90","220.30","202506","06","59,000","개인","개인","2014","원마루로14번길","-","중개거래","충북 청주시 서원구"
"91","충청북도 청주시 서원구 남이면 가좌리","1**","단독","8m미만","98.49","493.60","202506","06","40,500","개인","개인","2022","가좌신송로","-","중개거래","충북 청주시 서원구"
"92","충청북도 청주시 서원구 남이면 척산리","4**","단독","8m미만","199.89","549.00","202506","05","30,000","개인","개인","2001","척산2길","-","직거래","-"
"93","충청북도 청주시 서원구 수곡동","7*","단독","12m미만","127.77","184.20","202506","02","23,000","개인","개인","1983","청남로2022번길","-","중개거래","충북 청주시 흥덕구"
"94","충청북도 청주시 서원구 남이면 석판리","2**","단독","-","93.33","402.00","202506","02","25,000","개인","개인","2012","석판길","-","중개거래","충북 청주시 흥덕구"
"95","충청북도 청주시 서원구 남이면 가좌리","2**","단독","8m미만","132.05","597.00","202505","31","52,000","개인","개인","2018","청남로","-","중개거래","충북 청주시 흥덕구"
"96","충청북도 청주시 서원구 사직동","5**","단독","8m미만","65.55","152.00","202505","30","5,500","개인","개인","1976","사북로18번가길","-","직거래","-"
"97","충청북도 청주시 서원구 사직동","5**","단독","8m미만","60.02","185.00","202505","29","14,040","개인","개인","1973","호국로65번길","-","중개거래","충북 청주시 서원구"
"98","충청북도 청주시 서원구 모충동","4**","단독","8m미만","59.14","159.00","202505","29","13,900","개인","개인","1973","창직로112번길","-","중개거래","충북 청주시 서원구"
"99","충청북도 청주시 서원구 남이면 양촌리","3**","단독","8m미만","122.85","660.00","202505","29","45,976","개인","개인","2016","양촌길","-","직거래","-"
"100","충청북도 청주시 서원구 사창동","2**","단독","8m미만","128.12","126.20","202505","28","13,300","개인","개인","1983","천석로35번길","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구"
"101","충청북도 청주시 서원구 죽림동","1**","단독","8m미만","99.72","343.00","202505","27","38,000","개인","개인","2021","대림로421번길","-","중개거래","충북 청주시 서원구"
"102","충청북도 청주시 서원구 모충동","1**","단독","12m미만","213.58","180.20","202505","27","37,500","개인","개인","1990","서원남로","-","중개거래","충북 청주시 서원구"
"103","충청북도 청주시 서원구 남이면 팔봉리","2**","단독","8m미만","152.47","533.00","202505","26","27,980","개인","개인","2021","갈원팔봉1길","-","중개거래","충북 청주시 흥덕구"
"104","충청북도 청주시 서원구 수곡동","6*","단독","8m미만","133.46","180.50","202505","25","18,000","개인","개인","1984","청남로2040번길","-","중개거래","충북 청주시 서원구"
"105","충청북도 청주시 서원구 사창동","5**","단독","8m미만","399.08","266.40","202505","24","145,000","개인","개인","2019","내수동로114번길","-","중개거래","충북 청주시 서원구"
"106","충청북도 청주시 서원구 수곡동","5*","단독","8m미만","80.67","135.10","202505","23","11,500","개인","개인","1977","구룡산로","-","중개거래","충북 청주시 흥덕구"
"107","충청북도 청주시 서원구 수곡동","4*","단독","12m미만","61.08","194.40","202505","23","17,000","개인","개인","1974","청남로2098번길","-","중개거래","충북 청주시 흥덕구"
"108","충청북도 청주시 서원구 수곡동","4*","단독","8m미만","83.86","170.60","202505","20","16,500","개인","개인","1978","청남로2104번길","-","중개거래","충북 청주시 흥덕구"
"109","충청북도 청주시 서원구 남이면 팔봉리","5*","단독","8m미만","99.18","334.00","202505","17","30,970","개인","개인","2021","팔봉1길","-","중개거래","충북 청주시 흥덕구"
"110","충청북도 청주시 서원구 사창동","1**","단독","8m미만","128.46","118.30","202505","16","10,000","개인","개인","1989","천석로35번길","-","중개거래","충북 청주시 서원구"
"111","충청북도 청주시 서원구 사직동","2**","단독","25m미만","193.14","164.00","202505","14","30,000","개인","개인","1974","호국로","-","직거래","-"
"112","충청북도 청주시 서원구 수곡동","5*","다가구","12m미만","283.56","164.30","202505","14","18,500","개인","개인","2005","청남로2098번길","-","중개거래","충북 청주시 서원구"
"113","충청북도 청주시 서원구 사직동","3**","단독","8m미만","35.51","33.00","202505","13","7,500","개인","법인","2005","남사로36번길","-","직거래","-"
"114","충청북도 청주시 서원구 사창동","1**","다가구","8m미만","539.10","292.50","202505","11","80,500","개인","개인","2010","1순환로638번길","-","직거래","-"
"115","충청북도 청주시 서원구 모충동","9*","다가구","12m미만","255.57","156.70","202505","10","20,000","개인","개인","2004","청남로2136번길","-","직거래","-"
"116","충청북도 청주시 서원구 산남동","8**","다가구","12m미만","398.42","241.50","202504","30","59,500","개인","개인","2011","두꺼비로34번길","-","중개거래","충북 청주시 서원구"
"117","충청북도 청주시 서원구 사창동","1**","단독","8m미만","125.75","154.10","202504","29","10,500","개인","개인","1983","내수동로","-","직거래","-"
"118","충청북도 청주시 서원구 남이면 석판리","*","단독","8m미만","261.50","695.00","202504","29","80,000","개인","개인","2005","대림로","20250708","중개거래","충북 청주시 흥덕구"
"119","충청북도 청주시 서원구 모충동","2**","다가구","8m미만","485.49","281.00","202504","27","43,000","개인","개인","2002","쌍샘로","-","중개거래","충북 청주시 상당구"
"120","충청북도 청주시 서원구 사창동","1**","단독","8m미만","77.92","135.50","202504","23","13,000","개인","개인","1982","천수로30번길","-","직거래","-"
"121","충청북도 청주시 서원구 사창동","1**","다가구","12m미만","282.48","207.80","202504","22","37,000","개인","개인","1991","천수로40번길","-","직거래","-"
"122","충청북도 청주시 서원구 사직동","6**","단독","8m미만","68.03","145.00","202504","21","11,300","개인","법인","1975","호국로59번길","-","중개거래","충북 청주시 서원구"
"123","충청북도 청주시 서원구 수곡동","7*","단독","12m미만","73.26","163.60","202504","21","13,500","개인","개인","1979","수영로7번길","-","중개거래","충북 청주시 서원구"
"124","충청북도 청주시 서원구 모충동","1**","단독","8m미만","78.64","136.30","202504","18","13,500","개인","개인","1982","청남로2122번길","-","직거래","-"
"125","충청북도 청주시 서원구 모충동","9*","단독","8m미만","83.21","182.80","202504","18","13,000","개인","개인","1975","청남로2110번길","-","중개거래","충북 청주시 청원구"
"126","충청북도 청주시 서원구 남이면 척산리","5**","단독","8m미만","106.04","251.00","202504","18","13,000","법인","개인","2001","척산2길","-","직거래","-"
"127","충청북도 청주시 서원구 수곡동","2*","단독","12m미만","116.28","192.10","202504","18","26,500","개인","개인","1986","수영로65번길","-","중개거래","충북 청주시 서원구"
"128","충청북도 청주시 서원구 수곡동","5*","단독","12m미만","75.37","169.90","202504","18","15,900","개인","개인","1976","구룡산로405번길","-","중개거래","충북 청주시 서원구"
"129","충청북도 청주시 서원구 사직동","*","단독","8m미만","102.39","122.00","202504","16","9,200","개인","개인","1979","무심서로","-","중개거래","충북 청주시 서원구"
"130","충청북도 청주시 서원구 남이면 석판리","2**","단독","8m미만","241.56","930.00","202504","16","69,000","개인","개인","2013","석판1길","-","중개거래","충북 청주시 흥덕구"
"131","충청북도 청주시 서원구 사직동","5**","단독","8m미만","103.77","182.00","202504","15","25,000","개인","개인","2004","호국로97번길","-","직거래","-"
"132","충청북도 청주시 서원구 사창동","1**","다가구","8m미만","626.96","410.50","202504","15","85,000","개인","개인","2007","1순환로626번길","-","직거래","-"
"133","충청북도 청주시 서원구 사창동","5**","다가구","8m미만","501.18","298.20","202504","12","78,000","개인","개인","1999","1순환로680번길","-","중개거래","충북 청주시 흥덕구"
"134","충청북도 청주시 서원구 남이면 수대리","2**","단독","8m미만","97.11","515.00","202504","10","24,340","개인","법인","2017","청남로","-","중개거래","충북 청주시 서원구"
"135","충청북도 청주시 서원구 남이면 척산리","3**","단독","8m미만","59.44","158.00","202504","07","8,500","개인","개인","1978","외천척산길","-","중개거래","충북 청주시 흥덕구"
"136","충청북도 청주시 서원구 수곡동","1*","다가구","12m미만","309.96","205.30","202504","03","20,000","개인","개인","1999","청남로2110번길","-","중개거래","충북 청주시 서원구"
"137","충청북도 청주시 서원구 사창동","1**","다가구","8m미만","364.24","150.30","202503","30","34,500","개인","개인","2002","사직대로99번길","-","중개거래","충북 청주시 서원구"
"138","충청북도 청주시 서원구 모충동","1**","단독","12m미만","167.06","219.50","202503","29","17,500","개인","개인","1984","남들로","-","중개거래","충북 청주시 서원구"
"139","충청북도 청주시 서원구 사직동","6**","단독","8m미만","109.23","151.00","202503","28","19,100","개인","개인","1985","창직로88번길","-","중개거래","충북 청주시 서원구"
"140","충청북도 청주시 서원구 분평동","1***","다가구","12m미만","498.36","282.10","202503","26","58,500","개인","개인","2000","월평로34번길","-","직거래","-"
"141","충청북도 청주시 서원구 남이면 가좌리","1**","단독","8m미만","152.79","507.00","202503","26","40,000","개인","개인","2017","남이가좌1길","-","직거래","-"
"142","충청북도 청주시 서원구 사직동","1*","단독","8m미만","55.27","142.00","202503","25","4,759","개인","개인","1973","사직대로","-","직거래","-"
"143","충청북도 청주시 서원구 사창동","3**","단독","12m미만","305.01","182.00","202503","22","75,000","개인","개인","2016","창신로","-","중개거래","충북 청주시 서원구"
"144","충청북도 청주시 서원구 죽림동","1**","단독","8m미만","99.72","343.00","202503","21","36,500","개인","개인","2021","대림로421번길","-","직거래","-"
"145","충청북도 청주시 서원구 모충동","1**","다가구","8m미만","537.15","269.70","202503","20","34,500","개인","개인","2002","청남로2155번길","-","중개거래","충북 청주시 서원구"
"146","충청북도 청주시 서원구 사창동","2**","단독","8m미만","77.73","212.00","202503","18","18,500","개인","개인","1976","예체로89번길","-","중개거래","충북 청주시 서원구"
"147","충청북도 청주시 서원구 산남동","8**","다가구","12m미만","399.37","239.60","202503","18","56,500","개인","개인","2009","두꺼비로30번길","-","중개거래","충북 청주시 서원구"
"148","충청북도 청주시 서원구 수곡동","6**","단독","12m미만","344.04","191.20","202503","15","42,000","개인","개인","1997","수곡로122번길","-","중개거래","충북 청주시 서원구"
"149","충청북도 청주시 서원구 남이면 양촌리","*","단독","8m미만","138.24","636.00","202503","10","55,500","개인","개인","2016","2순환로","-","중개거래","충북 청주시 흥덕구"
"150","충청북도 청주시 서원구 수곡동","3*","단독","8m미만","97.54","176.90","202503","09","16,500","개인","개인","1980","청남로2028번길","-","중개거래","충북 청주시 서원구"
"151","충청북도 청주시 서원구 수곡동","1*","단독","8m미만","69.60","118.90","202503","05","10,300","개인","개인","1980","청남로2092번길","-","중개거래","충북 청주시 서원구"
"152","충청북도 청주시 서원구 남이면 갈원리","1**","단독","8m미만","160.59","951.00","202503","04","22,000","개인","개인","1992","갈원길","-","직거래","-"
"153","충청북도 청주시 서원구 남이면 가좌리","2**","단독","8m미만","158.25","541.00","202503","01","46,850","개인","개인","2015","청남로","-","중개거래","충북 청주시 흥덕구"
"154","충청북도 청주시 서원구 남이면 가좌리","2**","단독","8m미만","158.25","541.00","202503","01","46,200","개인","개인","2015","청남로","20250617","중개거래","충북 청주시 흥덕구"
"155","충청북도 청주시 서원구 사직동","2**","단독","8m미만","76.70","244.00","202502","26","36,900","법인","개인","1974","사직대로307번길","-","직거래","-"
"156","충청북도 청주시 서원구 산남동","1***","다가구","12m미만","346.38","206.50","202502","26","49,500","개인","개인","2010","탑골로37번길","-","중개거래","충북 청주시 서원구"
